estimator,target,outcome,estimated_trigger_centres,estimated_trigger_centres_share_pct,estimated_trigger_population,estimated_trigger_population_m,estimated_trigger_population_share_pct,diagnostic_unbounded_weighted_domain_centres_not_reported_total,diagnostic_unbounded_weighted_domain_population_m_not_reported_total,denominator_centres,denominator_population_m,effective_sample_size,weight_min,weight_median,weight_max,weight_cv,ci95_centres_low,ci95_centres_high,ci95_population_m_low,ci95_population_m_high,bootstrap_replicates,bootstrap_method,inclusion_simulations,min_pi_hat,median_pi_hat,max_pi_hat
country_cap_simulated_hajek_ratio,eligible_frame_conservative,trigger_height_below_5pct_design_cutoff_conservative,1526.6424230472285,25.6837554348457,383276788.9751305,383.2767889751305,11.615917660761252,5999.643209882795,8829.001629078357,5944.0,3299.582522609,126.00978369551206,3.0234315948601664,18.264840182648403,129.03225806451613,1.1750606444853755,1034.2341632082682,1971.9400552276625,101.25717448517396,1462.7667107619136,1000.0,within-region resampling with fixed simulated design weights,,,,
country_cap_simulated_hajek_ratio,estimated_domain_retained_for_heat_readiness,trigger_height_below_5pct_design_cutoff_conservative,1540.9336889896235,25.9002910561546,1025569559.5010116,1025.5695595010116,11.623191574737271,5949.484064286053,8823.476348183594,5949.484064286053,8823.476348183594,124.181853425061,3.0234315948601664,18.264840182648403,129.03225806451613,1.1750606444853755,993.861986422502,2096.0645069559114,325.7567808492869,1911.08189450008,1000.0,within-region resampling with fixed simulated design weights,,,,
region_poststratified_conservative,,trigger_height_below_5pct_design_cutoff_conservative,994.6967670133188,16.734467816509397,747754294.5951604,747.7542945951603,22.6620879905712,,,,,,,,,,755.271259168035,1233.4701285805509,346.1163581592301,1236.8592453365272,1000.0,,,,,
country_cap_simulated_horvitz_thompson_sensitivity,,trigger_height_below_5pct_design_cutoff_conservative,1540.9336889896235,25.924187230646428,1025569559.5010116,1025.5695595010116,31.08179754480235,,,,,,,,,,,,,,,,4000.0,0.00775,0.05475,0.33075
country_cap_simulated_hajek_ratio,eligible_frame_conservative,trigger_vertical_evidence_below_5pct_design_cutoff_conservative,1506.6277648617204,25.34703507506259,382317548.3047361,382.3175483047361,11.58684608386261,5999.643209882795,8829.001629078357,5944.0,3299.582522609,126.00978369551206,3.0234315948601664,18.264840182648403,129.03225806451613,1.1750606444853755,1019.3478199758316,1954.2680594829096,100.38553430261956,1461.506283989351,1000.0,within-region resampling with fixed simulated design weights,,,,
country_cap_simulated_hajek_ratio,estimated_domain_retained_for_heat_readiness,trigger_vertical_evidence_below_5pct_design_cutoff_conservative,1520.7316687876032,25.560731861042363,1023002829.5030316,1023.0028295030318,11.594101793151264,5949.484064286053,8823.476348183594,5949.484064286053,8823.476348183594,124.181853425061,3.0234315948601664,18.264840182648403,129.03225806451613,1.1750606444853755,972.1562511900972,2075.5990411228304,323.19005085130715,1908.5151645021,1000.0,within-region resampling with fixed simulated design weights,,,,
region_poststratified_conservative,,trigger_vertical_evidence_below_5pct_design_cutoff_conservative,974.8691808064222,16.400894697281664,745928200.5846632,745.9282005846632,22.606744807062835,,,,,,,,,,736.3172244572158,1213.4648413610655,346.0650968915988,1219.813306075472,1000.0,,,,,
country_cap_simulated_horvitz_thompson_sensitivity,,trigger_vertical_evidence_below_5pct_design_cutoff_conservative,1520.7316687876032,25.584314750800864,1023002829.503032,1023.002829503032,31.004008006871647,,,,,,,,,,,,,,,,4000.0,0.00775,0.05475,0.33075
country_cap_simulated_hajek_ratio,eligible_frame_conservative,trigger_height_below_5pct_conservative,1822.222187959126,30.65649710563806,407597228.6389037,407.5972286389037,12.352993927141243,5999.643209882795,8829.001629078357,5944.0,3299.582522609,126.00978369551206,3.0234315948601664,18.264840182648403,129.03225806451613,1.1750606444853755,1333.4374506025497,2261.0784359719714,120.50044262619944,1548.855411198591,1000.0,within-region resampling with fixed simulated design weights,,,,
country_cap_simulated_hajek_ratio,estimated_domain_retained_for_heat_readiness,trigger_height_below_5pct_conservative,1839.2804469863293,30.914957114135007,1090646035.067251,1090.646035067251,12.360729399946452,5949.484064286053,8823.476348183594,5949.484064286053,8823.476348183594,124.181853425061,3.0234315948601664,18.264840182648403,129.03225806451613,1.1750606444853755,1271.2291080332952,2427.6761315350564,394.5492240196959,1986.3503912376905,1000.0,within-region resampling with fixed simulated design weights,,,,
region_poststratified_conservative,,trigger_height_below_5pct_conservative,1452.1281828133554,24.43015112404703,871040408.3772621,871.0404083772621,26.398503520030925,,,,,,,,,,1173.5898923554098,1730.4493661284437,474.1941997596233,1354.2077073604412,1000.0,,,,,
country_cap_simulated_horvitz_thompson_sensitivity,,trigger_height_below_5pct_conservative,1839.2804469863293,30.943479929110524,1090646035.0672512,1090.6460350672512,33.054061463656645,,,,,,,,,,,,,,,,4000.0,0.00775,0.05475,0.33075
country_cap_simulated_hajek_ratio,eligible_frame_conservative,trigger_vertical_evidence_below_5pct_conservative,1792.0045285894662,30.148124639795864,405393941.9691004,405.3939419691004,12.286219216864833,5999.643209882795,8829.001629078357,5944.0,3299.582522609,126.00978369551206,3.0234315948601664,18.264840182648403,129.03225806451613,1.1750606444853755,1317.2815201325238,2241.100205852676,118.9021703947576,1544.8498132575714,1000.0,within-region resampling with fixed simulated design weights,,,,
country_cap_simulated_hajek_ratio,estimated_domain_retained_for_heat_readiness,trigger_vertical_evidence_below_5pct_conservative,1808.7799128585143,30.40229864159777,1084750494.8091342,1084.7504948091344,12.293912875195064,5949.484064286053,8823.476348183594,5949.484064286053,8823.476348183594,124.181853425061,3.0234315948601664,18.264840182648403,129.03225806451613,1.1750606444853755,1242.8157886272024,2396.753813731788,390.5254638196977,1983.680190318372,1000.0,within-region resampling with fixed simulated design weights,,,,
region_poststratified_conservative,,trigger_vertical_evidence_below_5pct_conservative,1372.6205966064588,23.09254031975873,852875928.468596,852.8759284685959,25.84799509103417,,,,,,,,,,1094.260937967524,1650.8969772395549,458.2224214763053,1342.9410408956849,1000.0,,,,,
country_cap_simulated_horvitz_thompson_sensitivity,,trigger_vertical_evidence_below_5pct_conservative,1808.7799128585143,30.43034846666411,1084750494.8091342,1084.7504948091344,32.87538612464874,,,,,,,,,,,,,,,,4000.0,0.00775,0.05475,0.33075
country_cap_simulated_hajek_ratio,eligible_frame_conservative,height_below_5pct,5454.957661967926,91.77250440726658,3161237987.993793,3161.237987993793,95.80721095268086,5999.643209882795,8829.001629078357,5944.0,3299.582522609,126.00978369551206,3.0234315948601664,18.264840182648403,129.03225806451613,1.1750606444853755,5312.540442834521,5580.029034847195,2751.503132186526,3254.0271487179198,1000.0,within-region resampling with fixed simulated design weights,,,,
region_poststratified_conservative,,height_below_5pct,5425.55816091954,91.27789638155348,2986678559.346698,2986.678559346698,90.51686202365724,,,,,,,,,,5287.8299080459765,5543.613333333333,2918.9849266435763,3070.241233650164,1000.0,,,,,
country_cap_simulated_horvitz_thompson_sensitivity,,height_below_5pct,5506.022829209958,92.63160883596834,8458820215.786733,8458.820215786733,256.3603170348439,,,,,,,,,,,,,,,,4000.0,0.00775,0.05475,0.33075
